Avg._Area_Income,Avg._Area_House_Age,Avg._Area_Number_of_Rooms,Avg._Area_Number_of_Bedrooms,Area_Population,Price,Address,Price_per_Bedroom
69610.97,4.14,5.63,4.04,39210.48,806121.84,"02315 Franklin Crescent Suite 962
North Peter, RI 58237",199535.11
77402.4,5.65,7.86,6.14,39351.02,1680252.74,"031 Garza Springs Suite 573
Perryville, CA 13499-5935",273656.8
73386.41,4.97,7.92,4.3,38413.49,1186441.76,"USS Williams
FPO AA 31030",275916.69
70961.58,8.6,6.19,2.02,38251.81,1766248.4,"8749 Matthew Row
East Markport, IN 41253",874380.4
81181.57,6.64,8.2,5.27,26690.71,1641055.94,"619 Ralph Key Apt. 220
Josephberg, AZ 58966-3248",311395.81
57272.33,7.58,6.6,2.07,30099.4,1120894.8,"9048 Deborah View Apt. 049
New Laurie, PR 61237",541495.07
58871.79,8.17,7.07,5.16,25091.82,1325706.9,"7579 Walter Curve
Hartfort, VA 37328-6949",256919.94
74029.35,6.62,6.41,4.31,36360.27,1593347.85,"055 Tina Roads Suite 878
North Aprilshire, PW 13402",369686.28
56849.22,4.04,6.78,3.19,43522.69,605073.49,"225 Brandi Avenue Apt. 147
Lopezbury, KS 51049",189678.21
73587.05,5.94,6.53,2.3,25271.93,1064509.52,"PSC 3878, Box 6882
APO AP 64687-9459",462830.23
49728.44,5.84,7.53,3.19,37608.68,872365.88,"77621 Michael Fork Suite 487
Port Lauraland, AZ 23400-9348",273468.93
60631.11,5.96,7.63,3.11,40928.28,1117741.76,"98660 Williams Lock
West Jamesland, HI 66797",359402.5
78404.36,7.07,6.86,3.03,49398.26,1935173.0,"62128 Taylor Drive
New Frank, SD 32477-8796",638670.96
86611.18,4.85,8.3,3.01,45359.03,1668670.66,"4800 Flores Inlet Apt. 293
South Mary, MO 35793",554375.63
58914.49,6.59,6.31,2.46,35282.71,1072704.89,"1787 Paige Path
Justinmouth, DC 31345-4841",436058.9
75867.02,5.54,8.06,4.18,56294.43,1914746.58,"8893 Barbara Camp Apt. 439
Jefffort, VA 89472",458073.34
66581.57,5.42,5.88,3.25,18230.52,839194.07,"456 Mitchell Causeway
Georgefort, NE 04481-1083",258213.56
62820.18,7.64,7.68,6.07,23734.17,1285157.87,"109 Smith Park
Laurachester, MP 38007",211722.88
69711.9,6.07,8.09,3.45,36291.15,1433614.97,"29718 Simmons Shores Apt. 119
Andreafurt, IN 14150",415540.57
82710.59,6.24,5.09,4.43,44768.69,1459342.89,"USNS Barrera
FPO AA 45323-4290",329422.77
58828.04,7.24,8.75,6.08,44277.3,1652845.98,"2260 Torres Crest
Lopezburgh, AK 74728",271849.67
53161.83,4.88,8.68,4.07,30535.26,725830.6,"196 Robinson Ways Apt. 994
Toddmouth, PW 54975",178336.76
79361.03,4.57,6.87,3.23,53875.29,1378863.69,"9881 Olson Drive
Alexanderbury, PA 91436-2120",426892.78
58325.7,6.3,7.3,6.31,31256.22,1003941.93,"1535 Debra Expressway Suite 755
Moonmouth, AL 23444",159103.32
55772.9,5.64,6.83,2.07,41638.66,729882.62,"1968 Estes Turnpike Suite 663
South Carriefurt, NY 13185-2445",352600.3
71893.43,5.83,7.1,3.39,40364.19,1270047.53,"05664 House Tunnel
New Morganshire, MT 38939",374645.29
75922.89,6.69,6.34,2.16,49458.67,1695706.13,"86827 Castaneda Trail Suite 315
Lanceville, UT 64420-1882",785049.13
54648.29,5.53,8.46,4.09,20270.54,714822.59,"80371 Timothy Views
Abigailborough, MN 16645",174773.25
71857.57,6.43,6.23,4.05,52563.98,1462899.03,"9817 William Drives Apt. 676
Port Michaelmouth, IL 88737",361209.64
67424.19,5.37,7.6,6.11,32412.84,1127260.13,"23133 Parker Spur
Brianland, ID 10645",184494.29
70564.86,5.15,6.6,4.5,38376.47,1014226.3,"3862 Jones Plains Suite 613
Lake Linda, ME 52695",225383.62
74237.26,4.66,4.71,4.35,37651.01,852982.56,"238 Samuel Haven
South Michael, AL 99621",196087.94
58004.27,5.17,8.33,6.36,29182.72,830286.71,"43128 King Branch Apt. 349
Mckeeview, NC 89358-6768",130548.22
101928.86,4.83,9.04,4.08,22804.99,1938866.49,"856 Harris Centers Suite 940
Nicholasport, IL 91064-1080",475212.38
55809.49,6.85,6.33,4.2,49001.9,1247645.41,"748 White Underpass
West Michael, CT 11080-9522",297058.43
48357.06,4.73,7.99,3.03,45206.73,813415.13,"7278 Wiggins Square
South Nathan, FL 72804",268453.84
65017.75,5.0,5.95,2.37,26910.32,679373.4,"319 Denise Run
Stephenview, PW 77941-4444",286655.44
66949.0,5.49,5.95,3.18,30323.74,814879.21,"402 Steven Greens
East Terrence, FM 76774",256251.32
82848.56,5.73,6.28,4.47,40338.11,1489540.13,"66118 Torres Pike Apt. 446
West Kevinland, ME 01431-0177",333230.45
65851.26,6.52,7.18,5.09,36110.06,1468738.75,"5412 Smith Ports Apt. 902
West Jonstad, PA 43101-8130",288553.78
93579.12,5.82,6.49,4.49,38977.94,1859883.66,"258 Cummings Burg Apt. 469
North William, NC 21455-3269",414227.99
76114.16,6.77,7.32,5.02,42601.82,1558758.8,"674 Todd Ports
Parsonschester, VA 49485-9488",310509.72
84289.8,7.76,7.95,4.09,42768.46,2120888.35,"3999 Laura Lakes
Barnesport, FM 49833",518554.61
57715.54,5.55,7.65,5.16,19844.17,790598.83,"11190 Robinson Extension
Fieldsfort, CA 51614-8941",153216.83
85825.86,6.61,6.26,3.36,13983.3,1137465.34,"546 Mitchell Village Suite 737
Lake Vincent, OH 05404-1179",338531.35
62765.29,7.68,7.46,4.08,22272.19,1369753.28,"31651 Hale Walks
Port Henryfort, UT 45989",335723.84
70205.72,5.84,8.66,5.37,26973.43,1433221.12,"0247 Kenneth Burg
Port Angelica, WI 77878-6142",266894.06
66595.66,4.79,7.48,3.16,42385.4,1373048.1,"7793 Bradley Trail Suite 924
Nicholschester, OK 05492-7126",434508.89
64303.64,5.63,6.58,3.42,20214.6,941950.58,"43275 Knight Walks Apt. 856
Jamesville, FL 18420-6564",275424.15
57358.62,7.35,7.1,3.14,22061.59,948279.94,"16028 Sarah Isle Suite 386
East Clifford, PW 67999-0591",301999.98
74216.13,6.04,7.0,3.28,45068.6,1365036.08,"5976 Amanda Grove
Ritterport, SD 08541-1686",416169.54
68503.49,4.4,8.42,4.42,34699.26,1289082.36,"80906 Michael Grove Apt. 103
South Denise, KS 86144",291647.59
55481.29,5.73,9.7,3.46,42179.67,1398979.25,"20960 Leonard Loaf Apt. 902
South Lisabury, MA 55466",404329.26
75266.0,8.31,7.49,5.33,13108.02,1559678.61,"PSC 8409, Box 5628
APO AA 76710-9573",292622.63
68854.09,6.75,8.19,5.23,37482.55,1485677.06,"8938 Jose Lodge
Emilyside, CO 97593-5472",284068.27
74854.1,4.6,7.68,4.06,50538.01,1553592.98,"041 Claire Glens
Samanthaside, KS 70716-5226",382658.37
54634.32,5.74,8.05,6.3,41564.01,1179278.09,"572 Kayla Port Suite 910
New Catherine, UT 56845",187187.0
57098.2,8.17,5.76,2.0,42721.29,1262465.99,"7928 Evans Inlet
Port Sherriland, SC 82783",631233.0
68035.56,6.49,8.81,4.06,34174.74,1663509.39,"05890 Robin Brook Suite 649
East Bethton, MI 72561",409731.38
63128.61,5.46,6.95,3.02,39536.81,930011.57,"065 Helen Oval Apt. 756
Kathrynborough, UT 72714-6759",307950.85
62937.05,6.17,8.93,3.14,38082.48,1584167.85,"678 Howe Lights
East Bryan, OR 66067",504512.05
82915.91,7.08,7.88,5.2,50445.65,2185480.09,"38531 Anna Estates Apt. 937
Kevinfurt, AZ 71789",420284.63
70138.53,6.46,6.84,4.05,44684.74,1529028.71,"67263 Garrett Knoll
Hineshaven, IN 52693-6366",377537.95
75611.47,5.69,7.17,6.18,22047.2,998240.85,"576 Moore Stravenue
Stephaniemouth, OK 66676",161527.65
42822.31,6.61,4.99,3.34,29670.2,513215.99,"43074 Armstrong Wall
West Timothychester, NH 29497-5681",153657.48
60145.23,7.35,8.01,5.19,25198.79,1136448.41,"USNS Reyes
FPO AA 35029",218968.87
87853.85,6.52,7.57,6.43,42302.26,1898668.84,"22912 Taylor Island
Brianside, MA 36738-0637",295282.87
66392.57,5.38,8.02,5.13,26623.18,1255576.27,"614 Leah Row Suite 729
Marissastad, NM 00794",244751.71
58204.22,6.3,7.38,5.41,46663.4,1367641.27,"97004 Gutierrez Greens Apt. 332
East Deniseview, RI 21012-8300",252798.76
88244.61,6.55,8.77,3.36,25791.99,1788285.24,"61508 Taylor Turnpike Suite 751
North Sherry, SC 21980-1722",532227.75
68737.6,4.5,8.45,6.18,34216.69,1230363.23,"46722 Avila Ford
Lake Sharonland, NY 80569",199087.9
56423.03,4.67,8.11,3.03,40155.74,1000216.86,"460 Morales Islands Apt. 118
West Jeffrey, NE 35494",330104.57
66678.06,3.91,7.5,5.02,23031.17,587007.84,"827 Ferguson Isle
Rosebury, AL 61416-3167",116933.83
71517.01,7.91,7.73,5.02,40239.28,1734373.04,"653 Parker Overpass Suite 506
Susanshire, AZ 00328",345492.64
66097.62,3.98,6.15,4.19,37467.6,762167.25,"41962 Castro Groves Suite 053
Jacquelinestad, PW 32378",181901.49
76423.32,7.56,7.67,5.25,24402.24,1532845.72,"66807 Johnson Prairie Apt. 849
Hernandezhaven, NE 29672",291970.61
72660.16,5.45,6.13,4.39,48711.55,1243501.65,"98734 Sharp Shoals Apt. 825
North Sharon, CA 40445-0695",283257.78
92787.28,5.19,6.83,2.24,36590.45,1628878.09,"2574 Richardson Trail
Villarrealland, MD 90258-8822",727177.72
78535.64,7.04,7.11,3.33,44280.08,1767330.93,"7069 Barajas Brooks
Martinezbury, VA 51924",530730.01
58110.57,5.88,6.83,2.41,49355.98,1308752.5,"97379 Erin Tunnel Suite 230
Wilsonside, CA 62038-2300",543050.83
71614.59,6.36,8.34,4.38,29922.17,1311681.42,"914 Ramirez Valleys
East Mark, NM 09382",299470.64
76813.78,6.98,6.91,3.11,31822.49,1567368.28,"4134 Susan Fords
Port Andreatown, DE 39559-2783",503976.94
73508.36,6.27,6.77,3.49,34894.58,1126821.11,"8580 Caleb Rapid Suite 109
Karenchester, AL 04190-4237",322871.38
63805.7,7.12,5.91,4.35,48433.82,1473761.53,"9731 Bryan Estate
North Teresafort, MA 43089-0152",338795.75
67651.53,6.31,6.3,4.42,50823.46,1366000.57,"12163 Carter Shoals Apt. 326
Deckerland, SD 16294",309049.9
69086.61,5.65,9.08,6.41,39890.3,1677612.44,"7303 Amber Locks Suite 812
North Kelly, IN 94856-6427",261718.01
93822.31,7.31,6.74,3.39,28555.79,1789973.21,"16991 Theresa Trace
Port Matthewshire, NC 66272",528015.7
89808.63,6.99,8.43,3.19,30847.09,1961715.87,"114 Michael Wall Apt. 387
Lake Taylor, ND 17489",614957.95
64896.62,5.75,4.71,2.01,33201.08,673225.11,"4363 Tara Bridge Apt. 728
Rivasfurt, ND 04123",334937.87
61853.86,7.22,7.67,3.5,23811.23,1230391.47,"PSC 1123, Box 2566
APO AE 12036-0836",351540.42
64205.86,5.61,6.11,2.28,48649.61,1124818.11,"96480 Taylor Mews Apt. 138
New Justinmouth, PA 25004",493341.28
74872.36,6.74,7.13,3.17,20068.16,1090996.14,"933 Morgan Via Apt. 871
Nicolebury, AL 14624",344162.82
81980.59,5.63,8.46,3.33,41393.59,1570154.41,"79023 Ramirez Isle
East Jeffreyborough, CT 45650-3126",471517.84
52801.98,5.87,6.18,3.18,21518.04,685123.14,"962 Brandon River Apt. 829
South Jamie, GU 95398",215447.53
54510.2,5.05,8.72,4.15,20211.44,845553.37,"713 Anderson Lights Suite 346
North Katie, FM 72098",203747.8
61868.61,5.79,4.77,3.17,34967.08,974805.99,"76329 Eric Mount Suite 495
Whiteville, AS 79813",307509.78
63655.18,7.54,7.29,3.17,16409.12,1247660.99,"960 Ferguson Ports Suite 436
Lake Denise, OK 51103-4597",393583.91
86031.51,5.29,7.37,5.16,35417.77,1381417.25,"519 David Ways Apt. 059
Port John, PW 73151-6724",267716.52
72748.51,6.88,8.78,6.28,40137.5,1726364.4,"231 Rodriguez Extensions
Ramirezview, UT 82819-9826",274898.79
61839.77,7.74,5.94,3.24,26064.82,961539.06,"PSC 9596, Box 0250
APO AE 81289",296771.31
76519.68,6.46,6.64,2.17,28961.43,1359978.16,"117 Harper Harbor Apt. 891
North Harry, TN 24136",626718.05
76774.86,6.23,6.4,2.05,34313.83,1384466.44,"604 Angela Crescent
West Timothy, MP 45493",675349.48
76659.75,5.9,7.04,6.37,41717.72,1531447.29,"9224 Phillips Villages
Jamesbury, DC 07921",240415.59
71371.43,5.97,5.3,3.38,52265.6,1418595.73,"98797 Miller Manor
Kristinmouth, ID 05829",419702.88
83460.87,5.74,6.98,2.43,31385.46,1476387.0,"Unit 3589 Box 1542
DPO AA 16271-0224",607566.67
74740.73,5.63,5.79,4.36,29954.62,1168355.32,"3777 John Canyon Suite 968
Amberborough, WA 31105",267971.4
70229.02,6.66,7.64,6.25,28829.01,1222701.01,"238 Turner Cliffs Apt. 239
Amyburgh, PA 71224-5090",195632.16
72950.86,5.32,5.11,4.27,38711.03,987447.78,"84076 Anderson Hills Apt. 983
South Justin, OK 66516",231252.41
58515.95,5.95,6.32,4.43,33776.48,982790.87,"22469 Amy Valleys
Edwardsberg, MD 02773",221848.95
52207.44,5.27,7.45,5.06,21095.59,527749.4,"97665 Clark Roads
Brianmouth, ND 02995-1068",104298.3
72821.25,6.48,7.12,5.33,40594.06,1391232.53,"5869 Suarez Locks Suite 297
East Jonathanton, DE 82931",261019.24
66250.32,4.86,7.76,3.08,24201.75,1094321.88,"63443 Wesley Haven Apt. 970
Maryburgh, CO 32233",355299.31
74275.5,6.0,8.49,6.32,38535.73,1610217.18,"7587 Mcdonald Common Apt. 738
Elliottshire, DE 90107",254781.2
81167.44,8.1,6.34,4.5,28713.96,1768705.13,"372 Angela Summit Apt. 043
New Tiffany, NJ 35579",393045.58
56119.33,7.81,7.37,4.4,36041.28,1236258.08,"334 Robert Inlet
Thomasshire, CO 09495",280967.75
84998.46,5.9,6.26,3.5,28623.41,1329007.2,"173 Heather Extensions
Peggybury, AS 89149-2125",379716.34
69604.43,7.01,7.57,6.37,40684.08,1704126.88,"50340 Parker Islands Apt. 276
North Alexis, NV 71995-9163",267523.84
70775.43,6.13,6.91,3.2,40561.3,1321888.27,"0965 Walker Port
East Jennifer, MN 53589",413090.08
66236.84,6.86,5.07,3.22,38906.86,1113936.64,"2929 Rodriguez Pine
North Gregoryland, WY 79081",345943.06
57451.87,5.12,7.95,5.08,38532.98,1043628.37,"146 Margaret Drive
East Taylor, AR 62664",205438.66
66293.88,6.84,7.33,6.13,48877.5,1663653.71,"76518 Kristen Expressway
Bennettstad, NE 55780-9958",271395.38
69100.99,4.27,6.25,2.29,46139.14,969678.57,"USNS Chaney
FPO AP 87928",423440.42
75729.77,5.58,7.64,4.21,29996.02,1183014.51,"11252 Waters Expressway Suite 333
Savannahtown, WA 87924-9404",281001.07
58599.62,5.67,7.07,3.43,26569.66,957814.6,"2590 Warren Walk
Robertsport, NY 09253-2552",279246.24
59498.08,5.52,7.43,3.43,25401.1,912891.68,"09767 Alvarado Rest
Donnaland, MP 95960",266149.18
72409.67,6.12,8.47,6.33,40605.97,1479758.32,"098 Melton Cliffs Apt. 580
Madisonmouth, SC 04285",233769.09
69316.8,6.3,7.87,4.28,24448.21,1431507.62,"PSC 3490, Box 0556
APO AE 04921",334464.4
68656.91,7.35,8.79,6.36,43833.85,1747911.5,"6258 Shirley Lock Suite 916
North Craig, HI 86453-3624",274828.85
71240.25,5.92,8.89,5.09,42566.5,1563083.34,"1191 Tate Islands Suite 460
Smithtown, ME 11150-3233",307089.06
73223.94,5.09,7.71,6.14,41113.01,1425745.3,"154 Lee Tunnel
Smallland, NC 15747-5815",232206.07
60968.33,5.93,5.76,4.29,28483.81,804453.87,"0542 Brandon Mountain
Silvafurt, NE 88050-3603",187518.38
65935.61,5.07,8.26,4.16,36262.43,1060440.6,"7168 Morgan Viaduct
West Paulchester, KY 61596",254913.61
62773.52,4.5,6.8,4.06,41389.36,954737.14,"1880 Samuel Fork Suite 830
Lake Elizabethfort, UT 41369-0237",235156.93
69304.57,5.33,7.31,3.4,29466.0,1152604.14,"326 Isaiah Isle
Stevenfort, UT 18732",339001.22
73219.0,4.42,5.88,4.19,31619.58,955943.81,"232 Andrade Cliffs Apt. 325
Lewismouth, VI 87172-1000",228148.88
63787.54,4.64,6.01,3.25,22449.53,433247.16,"4619 Doyle Causeway
New Gilbert, WY 70871-5578",133306.82
76613.08,7.39,7.35,5.5,43250.99,1718876.79,"2499 George Stravenue
New Pamela, AK 46876",312523.05
64461.39,7.95,6.68,2.04,34210.94,1236874.81,"24231 Woods Alley Apt. 225
Ralphfurt, PA 09827-4337",606311.18
41533.01,6.85,5.06,4.24,31685.4,682200.3,"059 Morris Summit
New Whitney, NY 73137",160896.3
79575.64,4.97,5.85,4.04,31050.1,1141916.53,"4827 Kelsey Glen Suite 220
Michaeltown, MD 34529",282652.61
82185.47,5.22,5.34,4.19,29258.99,1162735.27,"Unit 4395 Box 2223
DPO AE 68423-9498",277502.45
69853.42,7.22,7.87,6.0,41913.64,1681340.64,"8408 Lam Mountains
Robertside, SD 61154-0104",280223.44
51519.62,6.94,5.54,4.13,43258.64,945981.53,"15429 Janice Lock
Jessicaville, MD 71946",229051.22
48616.86,7.08,6.84,4.45,29770.08,854045.01,"69330 Vasquez Square Apt. 177
West Douglasland, NV 48332",191920.23
63324.58,7.73,6.21,4.42,43281.57,1372994.29,"PSC 5511, Box 3978
APO AA 43113",310632.19
65016.22,2.64,8.31,6.05,15902.58,414571.22,"584 Rick Cove
Leeberg, ND 15540-8557",68524.17
76855.87,4.74,6.09,2.37,45388.31,1240319.69,"6948 Michelle Tunnel
South Christopherville, NM 47337-9117",523341.64
75302.08,6.76,7.82,4.48,42382.75,1640646.67,"63283 Simmons Meadows Apt. 194
North Amandaville, MO 55928",366215.77
69438.7,6.12,7.4,4.48,57775.26,1537335.9,"898 Craig Ridge Apt. 204
Coryfort, GA 66710-2535",343155.33
75764.2,4.84,6.59,2.38,36712.2,1337966.93,"97282 Moore Knoll Suite 107
West Megan, AS 39793-7339",562170.98
68814.93,5.43,5.49,3.2,42285.98,1085113.45,"49682 Brett Square
New Andrea, NH 32549",339097.95
60912.32,6.31,6.3,4.21,20915.82,905328.77,"2378 Christine Oval
North Michaelborough, CT 83476",215042.46
41007.46,5.31,6.03,3.39,39526.57,494742.54,"682 Lara Hollow Suite 021
South Shannonmouth, KY 33314-3669",145941.75
61949.88,6.11,6.45,2.34,42092.88,1237360.72,"50415 Julia Lane Apt. 645
Lake Emilyfort, KY 92027-9820",528786.63
67421.67,4.64,7.66,6.04,20167.04,864899.48,"9641 Jackie Brook
Timothyshire, PW 16107",143195.28
68428.39,5.27,6.14,3.22,31074.12,1002192.58,"3228 Kathy Shores Suite 923
North Nathaniel, RI 37530",311239.93
61839.65,5.68,6.66,4.48,17244.97,800110.12,"802 Lauren Locks
Scotttown, KY 33922-1795",178596.01
62835.26,7.1,7.16,5.16,50097.95,1410331.83,"2144 Jackson Path Apt. 300
Charleneland, NM 58522",273320.12
72485.2,4.21,5.71,2.45,43134.04,1036382.77,"1608 Andrews Rest Apt. 672
Richardshire, IN 92603",423013.38
60945.72,4.78,5.63,3.08,34162.96,437146.02,"53074 Alexis Village Apt. 437
Floydland, DC 23157",141930.53
83729.79,4.4,5.21,3.19,12906.25,624432.97,"914 Beasley Pines Suite 756
Lake Phillip, VA 85426",195747.01
57605.8,7.41,5.64,2.33,49411.41,1179440.83,"USS Thomas
FPO AA 60174-6263",506197.78
75358.48,8.99,7.28,3.2,21319.99,1740404.97,"84910 Lloyd Green Apt. 744
Lake Lynn, AK 73257-6707",543876.55
53927.41,4.53,5.68,3.35,37875.55,706135.14,"880 Lee Groves Suite 157
West Jeffrey, HI 92567-7167",210786.61
60776.39,6.86,5.57,3.5,28318.75,870252.41,"698 Julie Shoals Suite 296
Christensentown, WI 62082",248643.55
69648.51,5.44,6.96,3.17,36038.96,1106149.69,"66285 Drake Hollow Suite 740
New Shannonhaven, VA 07026-9938",348943.12
59295.68,4.73,8.09,4.44,46784.54,1192677.55,"5115 Anderson Plains
Wilkinsonbury, ND 95001-4548",268621.07
97548.31,5.46,6.61,2.5,39089.42,2026303.1,"349 Sean Forges
Whitakerville, WY 85138-4153",810521.24
61688.68,6.84,8.34,6.15,35552.99,1311473.32,"Unit 6166 Box 9012
DPO AA 29420-5875",213247.69
72469.54,5.61,8.04,3.07,27227.81,1123386.53,"69260 Brenda Overpass Apt. 620
Port Nicolestad, UT 49247",365923.95
76048.37,6.64,7.66,6.43,22469.52,1205750.23,"981 Melanie Route Suite 924
South Johnny, VA 94359-3209",187519.48
79186.45,6.22,9.05,6.38,17840.12,1582140.06,"448 Middleton View
Jenniferton, GA 83163-3132",247984.34
49220.04,5.4,6.11,2.33,46981.93,573434.66,"90759 Beth Manors Apt. 532
Williamport, RI 50228",246109.3
80040.17,6.45,8.45,5.5,29699.01,1735826.01,"8337 Cody Fields Apt. 592
Tinafurt, GU 56684-5907",315604.73
51995.58,6.77,6.75,2.3,47073.8,1052185.18,"019 Richard Mountain Apt. 282
East Melaniebury, IN 51530-5215",457471.82
52711.12,7.87,8.25,4.49,25594.17,1151281.85,"36330 Rodriguez Cape Suite 137
East Ashleyshire, HI 61481-1240",256410.21
56934.46,8.08,7.81,3.08,37076.2,1531216.89,"USCGC Sanchez
FPO AP 77447",497148.34
66760.7,5.7,5.87,3.06,42292.56,1103352.6,"76265 Morris Walks
Lake Jamesland, MN 54821",360572.75
52376.61,5.36,4.38,2.2,34189.14,308199.89,"951 Richard Ford Suite 733
Oneillside, NE 17071-7757",140090.86
70224.32,7.04,6.59,4.38,40274.17,1423296.12,"236 Kramer Oval Apt. 169
New Crystal, NJ 58341",324953.45
62612.91,6.95,6.66,3.32,40789.83,1315684.46,"027 Brandy Plaza Apt. 534
Hendricksmouth, PW 87092-1532",396290.5
80285.0,5.03,4.05,2.2,23457.13,637951.91,"9488 Wood Hill
New Jesseton, IL 19753",289978.14
66811.7,6.04,5.48,2.06,33499.33,1027191.03,"39656 Julie Ways
South Richardshire, WV 91991-0615",498636.42
51142.41,5.38,7.31,6.25,41872.64,729678.63,"USCGC Williams
FPO AE 95935-4246",116748.58
90535.17,5.72,5.83,2.24,42249.32,1676770.33,"9912 Anderson Bridge
Port Chad, NY 38307",748558.18
93185.81,5.81,6.84,2.16,23723.07,1569121.92,"719 Yvonne Station
Patrickfort, MO 43725-2826",726445.33
70743.2,5.38,5.22,3.31,26897.71,874969.7,"7526 Kara Club Suite 242
Deannabury, KY 79535",264341.3
56024.55,6.58,7.47,4.15,36215.96,1172413.2,"428 Jacobs Overpass
Bradyville, NE 27399",282509.2
76224.73,6.4,5.44,2.39,50003.26,1538985.19,"85934 Stephen Passage Suite 880
Kramermouth, KY 23168",643926.86
89671.02,4.38,8.88,5.07,15625.55,1286572.98,"7557 William Plains
Tamarabury, PW 76806-8720",253761.93
89825.66,6.6,6.58,3.46,18598.26,1646033.41,"09777 Ortega Drive
Leefort, AZ 98396",475732.2
61013.72,6.83,6.14,3.04,34771.66,1147313.02,"33137 Amanda Shoals Apt. 794
Burnettview, MH 63625-7023",377405.6
63362.23,6.14,5.92,4.02,34971.82,976483.58,"14640 James Freeway
Lake Nathanchester, HI 32651",242906.36
57086.37,5.89,7.33,4.03,39002.9,1073350.04,"97843 Jessica Drive
Stephenborough, AL 57418-2908",266339.96
69044.94,4.31,5.6,4.09,34764.29,1084255.68,"937 Singh Greens
Bakerfort, HI 27291",265099.19
81438.58,4.76,6.96,2.29,43340.29,1432252.08,"1509 Courtney Islands Apt. 510
Port Kenneth, IN 97618",625437.59
78299.64,6.88,7.81,3.37,39298.24,1676070.94,"60626 Lopez Circles
Jonathanberg, NV 15215",497350.43
87386.38,6.04,6.02,3.5,31735.76,1580557.01,"59562 Edward Creek
Katherineborough, CT 42078",451587.72
83149.78,6.3,5.59,3.45,45985.95,1549873.88,"0306 Hernandez Club Apt. 883
Aguirrechester, HI 88830",449238.81
94085.47,6.31,9.11,5.15,31011.37,1989672.52,"61316 Julie Turnpike Suite 237
Williammouth, AL 52135-3954",386344.18
60710.16,5.4,7.92,6.41,44101.24,1286980.81,"54528 William Streets Apt. 691
Anthonyhaven, IA 31543",200777.04
71309.25,7.51,8.41,4.35,32357.0,1752967.6,"701 Michael Courts
Lake Diamondchester, ND 59260-2575",402981.06
93303.68,4.72,7.79,3.42,38162.61,1529711.14,"8619 Brandon Coves
West John, SC 38987",447283.96
85631.08,5.62,8.78,4.4,42811.78,1710612.03,"242 Scott Fork Apt. 801
West Brianhaven, AS 10256-3621",388775.46
51359.97,6.37,5.86,2.28,40796.68,774009.55,"1939 Ortiz Springs
Rogersfurt, KY 08574",339477.87
75868.77,5.9,6.33,3.42,39295.7,1536143.59,"37770 Travis Way Suite 466
East Cynthia, FM 20131-8633",449164.79
82733.05,5.81,8.02,5.5,39060.77,1662939.1,"06954 Shane Fort
South Jamesfurt, RI 46652-5410",302352.56
